=	 ( mertz puppy )	 ( mertz puppy )	=
#	 ( millie striped )	 ( millie pet )	=
>	 ( ( mouse ( or pumpkin ) ) striped )	 ( mouse striped )	>
#	 ( mouse puppy )	 ( abby puppy )	#
|	 ( mertz cat )	 ( mertz dog )	=
|	 ( pumpkin dog )	 ( ( pumpkin ( or pumpkin ) ) pony )	=
|	 ( ( mertz ( and mertz ) ) pony )	 ( mertz dog )	=
|	 ( millie dog )	 ( ( ollie ( and millie ) ) cat )	>
|	 ( millie puppy )	 ( millie cat )	=
#	 ( ( abby ( and abby ) ) kitten )	 ( oona kitten )	#
^	 ( pumpkin spotted )	 ( pumpkin striped )	=
#	 ( ( marcel ( or marcel ) ) striped )	 ( ollie spotted )	#
=	 ( mertz cat )	 ( mertz cat )	=
#	 ( ollie pet )	 ( ollie puppy )	=
#	 ( marcel pet )	 ( ollie pet )	#
#	 ( millie pony )	 ( pumpkin pony )	#
#	 ( pumpkin spotted )	 ( mouse spotted )	#
<	 ( marcel kitten )	 ( marcel striped )	=
#	 ( ( millie ( or millie ) ) kitten )	 ( oona kitten )	#
<	 ( ( pumpkin ( and ollie ) ) dog )	 ( pumpkin dog )	<
>	 ( pumpkin striped )	 ( pumpkin kitten )	=
#	 ( mertz spotted )	 ( ( mouse ( or mouse ) ) spotted )	#
#	 ( pumpkin spotted )	 ( oona spotted )	#
<	 ( ollie kitten )	 ( ollie cat )	=
>	 ( marcel spotted )	 ( ( marcel ( and mouse ) ) puppy )	>
^	 ( abby striped )	 ( abby spotted )	=
>	 ( oona spotted )	 ( oona puppy )	=
|	 ( oona kitten )	 ( oona spotted )	=
#	 ( mertz pet )	 ( mertz cat )	=
#	 ( millie cat )	 ( abby cat )	#
#	 ( millie spotted )	 ( marcel striped )	#
|	 ( ollie cat )	 ( ollie dog )	=
|	 ( pumpkin pony )	 ( pumpkin kitten )	=
#	 ( pumpkin pony )	 ( pumpkin striped )	=
#	 ( ollie spotted )	 ( mertz spotted )	#
#	 ( millie spotted )	 ( ollie spotted )	#
|	 ( marcel pony )	 ( marcel kitten )	=
#	 ( ( pumpkin ( and pumpkin ) ) pony )	 ( abby pony )	#
<	 ( mertz kitten )	 ( mertz striped )	=
#	 ( abby striped )	 ( millie striped )	#
#	 ( pumpkin striped )	 ( mouse spotted )	#
#	 ( pumpkin puppy )	 ( marcel puppy )	#
#	 ( millie dog )	 ( millie striped )	=
<	 ( millie kitten )	 ( millie cat )	=
#	 ( marcel pet )	 ( marcel striped )	=
#	 ( mertz cat )	 ( pumpkin cat )	#
#	 ( mertz spotted )	 ( ollie striped )	#
|	 ( abby spotted )	 ( ( abby ( and pumpkin ) ) kitten )	>
#	 ( ( oona ( and pumpkin ) ) puppy )	 ( abby puppy )	#
=	 ( mertz pet )	 ( mertz pet )	=
#	 ( pumpkin spotted )	 ( pumpkin dog )	=
#	 ( mouse pony )	 ( ( mouse ( and mouse ) ) striped )	=
#	 ( oona spotted )	 ( abby striped )	#
|	 ( ( abby ( or oona ) ) puppy )	 ( oona striped )	>
|	 ( ( pumpkin ( or mertz ) ) spotted )	 ( mertz kitten )	>
#	 ( ollie spotted )	 ( ollie pony )	=
=	 ( abby kitten )	 ( ( abby ( or abby ) ) kitten )	=
|	 ( ollie puppy )	 ( ollie striped )	=
#	 ( mouse pet )	 ( oona pet )	#
#	 ( mertz dog )	 ( mertz spotted )	=
|	 ( mouse kitten )	 ( mouse dog )	=
|	 ( oona cat )	 ( ( oona ( and mertz ) ) puppy )	>
#	 ( pumpkin striped )	 ( millie spotted )	#
=	 ( abby puppy )	 ( abby puppy )	=
#	 ( ollie spotted )	 ( mertz striped )	#
#	 ( millie pet )	 ( millie striped )	=
|	 ( mouse dog )	 ( ( pumpkin ( and mouse ) ) cat )	>
#	 ( millie puppy )	 ( mouse puppy )	#
#	 ( marcel pony )	 ( marcel spotted )	=
<	 ( marcel puppy )	 ( marcel spotted )	=
#	 ( oona pet )	 ( millie pet )	#
>	 ( mouse dog )	 ( mouse puppy )	=
|	 ( mertz pony )	 ( ( mertz ( and mouse ) ) dog )	>
<	 ( ollie spotted )	 ( ( mertz ( or ollie ) ) spotted )	<
|	 ( millie striped )	 ( millie puppy )	=
|	 ( ( mouse ( or abby ) ) puppy )	 ( mouse kitten )	>
#	 ( marcel cat )	 ( ( marcel ( and marcel ) ) spotted )	=
#	 ( pumpkin spotted )	 ( mouse striped )	#
|	 ( abby kitten )	 ( abby pony )	=
#	 ( marcel striped )	 ( marcel pet )	=
#	 ( mouse kitten )	 ( mertz kitten )	#
#	 ( ollie kitten )	 ( oona kitten )	#
<	 ( oona kitten )	 ( oona cat )	=
|	 ( pumpkin cat )	 ( pumpkin dog )	=
#	 ( pumpkin pet )	 ( mouse pet )	#
|	 ( ( oona ( or millie ) ) spotted )	 ( oona striped )	>
#	 ( mertz kitten )	 ( abby kitten )	#
^	 ( pumpkin striped )	 ( pumpkin spotted )	=
#	 ( ollie puppy )	 ( abby puppy )	#
#	 ( millie spotted )	 ( oona striped )	#
=	 ( abby dog )	 ( abby dog )	=
|	 ( marcel cat )	 ( marcel pony )	=
#	 ( millie pet )	 ( millie puppy )	=
>	 ( ollie spotted )	 ( ollie puppy )	=
#	 ( abby kitten )	 ( millie kitten )	#
|	 ( mertz cat )	 ( ( mouse ( and mertz ) ) puppy )	>
#	 ( oona spotted )	 ( marcel striped )	#
|	 ( ollie cat )	 ( ollie puppy )	=
#	 ( mouse pet )	 ( mouse spotted )	=
<	 ( ollie kitten )	 ( ollie striped )	=
#	 ( millie spotted )	 ( oona spotted )	#
#	 ( mertz cat )	 ( mertz spotted )	=
|	 ( ( millie ( or ollie ) ) pony )	 ( ollie dog )	>
#	 ( mertz striped )	 ( mertz pet )	=
|	 ( mouse kitten )	 ( ( mertz ( and mouse ) ) spotted )	>
|	 ( pumpkin puppy )	 ( pumpkin cat )	=
#	 ( mertz cat )	 ( oona cat )	#
#	 ( pumpkin kitten )	 ( abby kitten )	#
|	 ( mouse dog )	 ( ( mouse ( and mertz ) ) cat )	>
#	 ( marcel spotted )	 ( pumpkin striped )	#
#	 ( millie striped )	 ( millie dog )	=
|	 ( ( oona ( or marcel ) ) cat )	 ( marcel puppy )	>
#	 ( millie cat )	 ( mertz cat )	#
|	 ( ( mouse ( or marcel ) ) dog )	 ( marcel pony )	>
|	 ( mouse kitten )	 ( mouse pony )	=
|	 ( oona pony )	 ( oona kitten )	=
#	 ( mouse puppy )	 ( marcel puppy )	#
#	 ( ollie striped )	 ( marcel spotted )	#
|	 ( mouse puppy )	 ( mouse striped )	=
#	 ( millie kitten )	 ( mertz kitten )	#
|	 ( oona striped )	 ( oona puppy )	=
#	 ( abby pet )	 ( abby striped )	=
#	 ( oona pet )	 ( marcel pet )	#
#	 ( marcel pony )	 ( ollie pony )	#
#	 ( mouse spotted )	 ( mertz striped )	#
>	 ( oona spotted )	 ( ( oona ( and abby ) ) spotted )	>
#	 ( mouse pony )	 ( pumpkin pony )	#
|	 ( ( marcel ( or ollie ) ) pony )	 ( marcel dog )	>
=	 ( ollie spotted )	 ( ollie spotted )	=
|	 ( marcel kitten )	 ( marcel pony )	=
#	 ( ollie cat )	 ( ollie spotted )	=
#	 ( oona striped )	 ( ( pumpkin ( or ollie ) ) spotted )	#
|	 ( pumpkin puppy )	 ( pumpkin pony )	=
^	 ( oona striped )	 ( oona spotted )	=
=	 ( pumpkin cat )	 ( pumpkin cat )	=
|	 ( pumpkin kitten )	 ( pumpkin pony )	=
|	 ( mouse kitten )	 ( mouse puppy )	=
#	 ( mouse spotted )	 ( mouse pet )	=
#	 ( ollie kitten )	 ( ( abby ( and abby ) ) kitten )	#
<	 ( abby cat )	 ( ( marcel ( or abby ) ) cat )	<
#	 ( mertz pony )	 ( pumpkin pony )	#
#	 ( mertz striped )	 ( marcel striped )	#
|	 ( mouse puppy )	 ( ( abby ( and mouse ) ) pony )	>
#	 ( ollie cat )	 ( ollie pet )	=
|	 ( ( pumpkin ( or abby ) ) pony )	 ( abby dog )	>
|	 ( abby cat )	 ( abby puppy )	=
|	 ( ( mouse ( or pumpkin ) ) striped )	 ( mouse spotted )	>
#	 ( oona striped )	 ( pumpkin striped )	#
|	 ( oona pony )	 ( oona dog )	=
#	 ( ( mouse ( and mouse ) ) dog )	 ( pumpkin dog )	#
#	 ( abby puppy )	 ( ( mertz ( or mertz ) ) puppy )	#
#	 ( abby striped )	 ( mertz striped )	#
#	 ( ( marcel ( and marcel ) ) kitten )	 ( abby kitten )	#
#	 ( ollie cat )	 ( abby cat )	#
#	 ( millie cat )	 ( mouse cat )	#
#	 ( marcel dog )	 ( marcel pet )	=
|	 ( millie puppy )	 ( ( mouse ( and millie ) ) kitten )	>
#	 ( oona spotted )	 ( ollie striped )	#
#	 ( mouse striped )	 ( mouse pony )	=
|	 ( ( ollie ( or pumpkin ) ) dog )	 ( ollie kitten )	>
#	 ( mertz pet )	 ( mertz striped )	=
#	 ( abby pony )	 ( abby spotted )	=
|	 ( millie pony )	 ( millie cat )	=
|	 ( ollie striped )	 ( ollie puppy )	=
=	 ( mertz dog )	 ( mertz dog )	=
>	 ( marcel striped )	 ( ( marcel ( and oona ) ) striped )	>
<	 ( marcel puppy )	 ( marcel dog )	=
<	 ( ( marcel ( and mertz ) ) pet )	 ( marcel pet )	<
#	 ( ( ollie ( and ollie ) ) spotted )	 ( ollie pet )	=
=	 ( ( marcel ( or marcel ) ) dog )	 ( marcel dog )	=
|	 ( mouse spotted )	 ( ( millie ( and mouse ) ) striped )	>
|	 ( mertz pony )	 ( mertz kitten )	=
=	 ( mouse puppy )	 ( mouse puppy )	=
>	 ( mertz dog )	 ( ( mertz ( and ollie ) ) dog )	>
#	 ( mouse kitten )	 ( ( mouse ( or mouse ) ) pet )	=
#	 ( mouse puppy )	 ( mouse pet )	=
<	 ( ( oona ( and pumpkin ) ) dog )	 ( pumpkin dog )	<
#	 ( oona pet )	 ( oona striped )	=
|	 ( abby spotted )	 ( abby kitten )	=
=	 ( ollie cat )	 ( ollie cat )	=
|	 ( pumpkin kitten )	 ( pumpkin dog )	=
|	 ( ( mouse ( or mouse ) ) kitten )	 ( mouse dog )	=
#	 ( oona pony )	 ( oona striped )	=
#	 ( abby striped )	 ( ( ollie ( or ollie ) ) spotted )	#
^	 ( mouse spotted )	 ( mouse striped )	=
<	 ( abby kitten )	 ( abby cat )	=
#	 ( marcel cat )	 ( marcel spotted )	=
<	 ( ( pumpkin ( and mertz ) ) puppy )	 ( pumpkin dog )	<
#	 ( abby pony )	 ( marcel pony )	#
|	 ( mertz dog )	 ( mertz pony )	=
#	 ( marcel cat )	 ( ( marcel ( or marcel ) ) striped )	=
#	 ( pumpkin spotted )	 ( abby spotted )	#
=	 ( oona kitten )	 ( oona kitten )	=
#	 ( mouse pet )	 ( mertz pet )	#
|	 ( abby pony )	 ( abby kitten )	=
#	 ( mertz dog )	 ( ( marcel ( or mouse ) ) dog )	#
#	 ( ( pumpkin ( or marcel ) ) striped )	 ( abby spotted )	#
|	 ( ( mertz ( or millie ) ) pony )	 ( millie dog )	>
|	 ( ( marcel ( or abby ) ) dog )	 ( marcel kitten )	>
#	 ( oona dog )	 ( oona spotted )	=
#	 ( mertz puppy )	 ( ( abby ( or ollie ) ) puppy )	#
#	 ( oona pony )	 ( mouse pony )	#
|	 ( ( ollie ( or oona ) ) pony )	 ( oona dog )	>
#	 ( abby cat )	 ( abby striped )	=
#	 ( oona pet )	 ( oona kitten )	=
#	 ( mouse kitten )	 ( millie kitten )	#
#	 ( millie kitten )	 ( millie pet )	=
|	 ( mouse kitten )	 ( mouse spotted )	=
|	 ( mertz puppy )	 ( mertz striped )	=
#	 ( pumpkin pony )	 ( mouse pony )	#
#	 ( ollie striped )	 ( mouse spotted )	#
=	 ( mouse dog )	 ( mouse dog )	=
#	 ( abby puppy )	 ( ( abby ( or abby ) ) pet )	=
#	 ( ollie spotted )	 ( abby spotted )	#
<	 ( ( millie ( and oona ) ) kitten )	 ( oona striped )	<
#	 ( oona pony )	 ( ( oona ( or oona ) ) striped )	=
#	 ( ( oona ( or oona ) ) striped )	 ( millie spotted )	#
=	 ( ( abby ( or abby ) ) pony )	 ( abby pony )	=
=	 ( millie dog )	 ( millie dog )	=
#	 ( mouse dog )	 ( mouse spotted )	=
=	 ( marcel pony )	 ( marcel pony )	=
#	 ( ( mouse ( and mouse ) ) spotted )	 ( mouse pony )	=
|	 ( mouse spotted )	 ( ( abby ( and mouse ) ) kitten )	>
|	 ( mertz spotted )	 ( mertz kitten )	=
|	 ( marcel striped )	 ( marcel puppy )	=
=	 ( mertz pony )	 ( mertz pony )	=
#	 ( marcel cat )	 ( ollie cat )	#
#	 ( millie spotted )	 ( millie pony )	=
#	 ( ( abby ( and marcel ) ) cat )	 ( ollie cat )	#
|	 ( abby dog )	 ( abby kitten )	=
|	 ( oona dog )	 ( oona kitten )	=
#	 ( ( ollie ( and pumpkin ) ) cat )	 ( oona cat )	#
#	 ( ( mouse ( and mouse ) ) dog )	 ( marcel dog )	#
#	 ( abby striped )	 ( abby dog )	=
#	 ( abby pet )	 ( abby kitten )	=
#	 ( abby puppy )	 ( ollie puppy )	#
#	 ( abby pet )	 ( ( oona ( or pumpkin ) ) pet )	#
<	 ( mouse puppy )	 ( mouse spotted )	=
#	 ( ollie striped )	 ( ( marcel ( or marcel ) ) spotted )	#
#	 ( millie spotted )	 ( millie pet )	=
#	 ( mouse pony )	 ( marcel pony )	#
|	 ( pumpkin cat )	 ( pumpkin pony )	=
|	 ( mertz striped )	 ( ( ollie ( and mertz ) ) spotted )	>
#	 ( ( abby ( or oona ) ) puppy )	 ( mertz puppy )	#
>	 ( mouse striped )	 ( mouse kitten )	=
#	 ( mertz spotted )	 ( mertz cat )	=
^	 ( millie striped )	 ( millie spotted )	=
|	 ( ollie kitten )	 ( ollie pony )	=
#	 ( ollie pony )	 ( ollie spotted )	=
#	 ( oona pony )	 ( oona spotted )	=
#	 ( abby dog )	 ( abby pet )	=
|	 ( ( abby ( or oona ) ) puppy )	 ( abby kitten )	>
#	 ( abby spotted )	 ( abby cat )	=
=	 ( mouse cat )	 ( mouse cat )	=
=	 ( millie pony )	 ( millie pony )	=
#	 ( ollie spotted )	 ( abby striped )	#
#	 ( ollie cat )	 ( ollie striped )	=
<	 ( millie puppy )	 ( ( marcel ( or millie ) ) puppy )	<
#	 ( pumpkin pet )	 ( pumpkin puppy )	=
#	 ( pumpkin pony )	 ( pumpkin pet )	=
#	 ( ( abby ( and marcel ) ) dog )	 ( ollie dog )	#
#	 ( ( abby ( and abby ) ) spotted )	 ( abby dog )	=
|	 ( ( pumpkin ( or oona ) ) cat )	 ( pumpkin puppy )	>
|	 ( mertz kitten )	 ( mertz puppy )	=
>	 ( marcel dog )	 ( marcel puppy )	=
#	 ( oona pet )	 ( oona dog )	=
|	 ( ( mouse ( or mouse ) ) pony )	 ( mouse kitten )	=
|	 ( marcel pony )	 ( marcel puppy )	=
#	 ( oona striped )	 ( ( oona ( or oona ) ) pet )	=
>	 ( oona cat )	 ( ( oona ( and mertz ) ) cat )	>
|	 ( marcel dog )	 ( marcel cat )	=
#	 ( millie puppy )	 ( ollie puppy )	#
|	 ( millie kitten )	 ( millie dog )	=
|	 ( ( ollie ( or millie ) ) dog )	 ( millie cat )	>
>	 ( pumpkin puppy )	 ( ( oona ( and pumpkin ) ) puppy )	>
#	 ( ( ollie ( and ollie ) ) striped )	 ( oona spotted )	#
=	 ( ollie puppy )	 ( ollie puppy )	=
=	 ( ( millie ( and millie ) ) dog )	 ( millie dog )	=
#	 ( mertz striped )	 ( ( millie ( or ollie ) ) striped )	#
>	 ( marcel spotted )	 ( ( marcel ( and millie ) ) puppy )	>
|	 ( mertz kitten )	 ( mertz pony )	=
|	 ( mouse puppy )	 ( mouse kitten )	=
v	 ( ( oona ( and mertz ) ) striped )	 ( oona spotted )	<
>	 ( ( ollie ( or mertz ) ) cat )	 ( mertz cat )	>
#	 ( abby spotted )	 ( ( abby ( or abby ) ) pet )	=
#	 ( mouse dog )	 ( oona dog )	#
|	 ( millie cat )	 ( millie puppy )	=
#	 ( ( abby ( and abby ) ) striped )	 ( abby pet )	=
#	 ( abby pony )	 ( abby striped )	=
#	 ( mouse cat )	 ( ( mertz ( and millie ) ) cat )	#
|	 ( marcel pony )	 ( marcel dog )	=
#	 ( oona spotted )	 ( mouse spotted )	#
#	 ( abby spotted )	 ( ( millie ( or millie ) ) spotted )	#
|	 ( pumpkin spotted )	 ( pumpkin kitten )	=
#	 ( abby striped )	 ( pumpkin striped )	#
|	 ( mouse puppy )	 ( ( mouse ( and abby ) ) cat )	>
|	 ( oona pony )	 ( oona cat )	=
#	 ( marcel pet )	 ( marcel puppy )	=
<	 ( ollie pony )	 ( ( ollie ( or abby ) ) pony )	<
=	 ( mertz pony )	 ( ( mertz ( and mertz ) ) pony )	=
#	 ( abby kitten )	 ( mouse kitten )	#
|	 ( ollie puppy )	 ( ollie pony )	=
=	 ( ( mertz ( or mertz ) ) kitten )	 ( mertz kitten )	=
|	 ( marcel pony )	 ( marcel cat )	=
|	 ( pumpkin cat )	 ( pumpkin puppy )	=
#	 ( millie kitten )	 ( oona kitten )	#
#	 ( abby puppy )	 ( oona puppy )	#
#	 ( pumpkin pet )	 ( millie pet )	#
<	 ( ( millie ( and pumpkin ) ) dog )	 ( millie dog )	<
#	 ( ollie pet )	 ( mertz pet )	#
#	 ( oona striped )	 ( mertz striped )	#
#	 ( abby spotted )	 ( oona spotted )	#
#	 ( mouse pet )	 ( abby pet )	#
#	 ( ( mouse ( and marcel ) ) puppy )	 ( mertz puppy )	#
#	 ( mouse puppy )	 ( millie puppy )	#
#	 ( mouse pet )	 ( mouse cat )	=
#	 ( mouse spotted )	 ( mouse pony )	=
|	 ( ( ollie ( or mouse ) ) dog )	 ( mouse cat )	>
#	 ( mouse cat )	 ( mouse spotted )	=
=	 ( ollie dog )	 ( ollie dog )	=
|	 ( marcel puppy )	 ( marcel striped )	=
#	 ( ollie spotted )	 ( ollie pet )	=
#	 ( ( oona ( and mertz ) ) pony )	 ( millie pony )	#
#	 ( pumpkin cat )	 ( marcel cat )	#
#	 ( pumpkin cat )	 ( pumpkin spotted )	=
#	 ( oona pony )	 ( oona pet )	=
#	 ( mertz spotted )	 ( oona spotted )	#
#	 ( oona kitten )	 ( abby kitten )	#
|	 ( oona kitten )	 ( oona dog )	=
=	 ( pumpkin spotted )	 ( pumpkin spotted )	=
#	 ( ollie cat )	 ( marcel cat )	#
|	 ( abby pony )	 ( ( abby ( and mertz ) ) puppy )	>
>	 ( pumpkin cat )	 ( ( oona ( and pumpkin ) ) cat )	>
|	 ( abby striped )	 ( abby puppy )	=
|	 ( ( oona ( or mouse ) ) dog )	 ( oona kitten )	>
=	 ( ollie striped )	 ( ( ollie ( and ollie ) ) striped )	=
#	 ( mouse cat )	 ( millie cat )	#
#	 ( millie striped )	 ( ollie spotted )	#
#	 ( pumpkin puppy )	 ( mouse puppy )	#
#	 ( ollie pony )	 ( pumpkin pony )	#
#	 ( abby cat )	 ( ( mouse ( and ollie ) ) cat )	#
=	 ( oona striped )	 ( oona striped )	=
#	 ( oona puppy )	 ( oona pet )	=
#	 ( marcel cat )	 ( oona cat )	#
#	 ( mertz dog )	 ( mertz striped )	=
|	 ( pumpkin kitten )	 ( pumpkin puppy )	=
#	 ( mouse spotted )	 ( abby striped )	#
#	 ( oona spotted )	 ( oona cat )	=
<	 ( ( marcel ( and oona ) ) kitten )	 ( marcel kitten )	<
#	 ( pumpkin spotted )	 ( pumpkin pet )	=
|	 ( ( pumpkin ( or mertz ) ) pony )	 ( mertz kitten )	>
#	 ( pumpkin puppy )	 ( ollie puppy )	#
#	 ( abby puppy )	 ( marcel puppy )	#
#	 ( ollie spotted )	 ( oona spotted )	#
|	 ( mertz pony )	 ( mertz puppy )	=
#	 ( pumpkin spotted )	 ( ollie striped )	#
#	 ( abby striped )	 ( mertz spotted )	#
=	 ( abby pet )	 ( abby pet )	=
#	 ( mertz pet )	 ( marcel pet )	#
=	 ( millie cat )	 ( millie cat )	=
>	 ( ( oona ( or pumpkin ) ) spotted )	 ( oona spotted )	>
>	 ( ollie striped )	 ( ollie kitten )	=
<	 ( pumpkin kitten )	 ( pumpkin striped )	=
>	 ( ( millie ( or abby ) ) pony )	 ( millie pony )	>
<	 ( abby striped )	 ( ( abby ( or ollie ) ) striped )	<
#	 ( ollie kitten )	 ( mouse kitten )	#
|	 ( abby cat )	 ( abby dog )	=
|	 ( mouse cat )	 ( mouse pony )	=
=	 ( mouse pony )	 ( mouse pony )	=
>	 ( mouse spotted )	 ( mouse puppy )	=
#	 ( millie pet )	 ( millie kitten )	=
>	 ( ( ollie ( or pumpkin ) ) puppy )	 ( pumpkin puppy )	>
>	 ( ( pumpkin ( or oona ) ) kitten )	 ( oona kitten )	>
#	 ( ollie striped )	 ( mertz spotted )	#
#	 ( mertz puppy )	 ( mouse puppy )	#
#	 ( abby kitten )	 ( mertz kitten )	#
#	 ( ollie pet )	 ( ( mertz ( and marcel ) ) pet )	#
#	 ( marcel striped )	 ( ollie striped )	#
#	 ( oona striped )	 ( oona pet )	=
<	 ( ( mertz ( and abby ) ) puppy )	 ( abby dog )	<
#	 ( ( mouse ( or pumpkin ) ) striped )	 ( oona striped )	#
|	 ( ( abby ( or abby ) ) puppy )	 ( abby pony )	=
#	 ( ( oona ( or mouse ) ) striped )	 ( millie spotted )	#
#	 ( pumpkin cat )	 ( ( ollie ( and ollie ) ) cat )	#
#	 ( mouse spotted )	 ( pumpkin spotted )	#
#	 ( marcel pet )	 ( millie pet )	#
|	 ( mouse striped )	 ( mouse puppy )	=
|	 ( ( mertz ( or oona ) ) puppy )	 ( mertz cat )	>
#	 ( abby striped )	 ( abby pet )	=
|	 ( ( oona ( or pumpkin ) ) striped )	 ( oona spotted )	>
#	 ( millie striped )	 ( oona spotted )	#
|	 ( ollie kitten )	 ( ollie puppy )	=
#	 ( mertz pony )	 ( ( abby ( or ollie ) ) pony )	#
#	 ( mertz kitten )	 ( pumpkin kitten )	#
#	 ( ollie striped )	 ( ( mouse ( or mouse ) ) striped )	#
|	 ( ( oona ( or oona ) ) cat )	 ( oona puppy )	=
=	 ( pumpkin pet )	 ( pumpkin pet )	=
=	 ( mouse kitten )	 ( mouse kitten )	=
#	 ( marcel kitten )	 ( marcel pet )	=
#	 ( ( pumpkin ( or pumpkin ) ) pet )	 ( millie pet )	#
|	 ( ollie pony )	 ( ollie puppy )	=
=	 ( marcel spotted )	 ( marcel spotted )	=
#	 ( mertz dog )	 ( millie dog )	#
