#	 ( abby striped )	 ( ( ( ( mouse ( or ollie ) ) ( or ollie ) ) ( and mouse ) ) spotted )	#
#	 ( millie spotted )	 ( ( ( ( millie ( or mouse ) ) ( or mouse ) ) ( and ( ( oona ( and mouse ) ) ( and ( millie ( or oona ) ) ) ) ) ) spotted )	#
#	 ( ( ( mertz ( and pumpkin ) ) ( or ( ollie ( or pumpkin ) ) ) ) striped )	 ( ( ( ( mouse ( or pumpkin ) ) ( and mouse ) ) ( or pumpkin ) ) spotted )	#
>	 ( ( ollie ( or ( ( pumpkin ( or pumpkin ) ) ( and ( mouse ( or mertz ) ) ) ) ) ) dog )	 ( ( pumpkin ( and ollie ) ) dog )	>
<	 ( ( mouse ( and ( ( mouse ( or abby ) ) ( and ( ollie ( or mertz ) ) ) ) ) ) kitten )	 ( mouse kitten )	<
#	 ( ( ( ( oona ( or oona ) ) ( and marcel ) ) ( and ( pumpkin ( or marcel ) ) ) ) puppy )	 ( ( ( pumpkin ( and ( marcel ( or ollie ) ) ) ) ( or pumpkin ) ) puppy )	#
>	 ( ( millie ( or ( ollie ( or ( millie ( or mouse ) ) ) ) ) ) dog )	 ( ( millie ( or ( mouse ( and ( mertz ( and millie ) ) ) ) ) ) puppy )	>
v	 ( oona striped )	 ( ( oona ( or ( ( pumpkin ( and oona ) ) ( or ( millie ( or pumpkin ) ) ) ) ) ) spotted )	<
|	 ( ( ( ( pumpkin ( and mertz ) ) ( and pumpkin ) ) ( or ( ( mertz ( or marcel ) ) ( and ( mertz ( or pumpkin ) ) ) ) ) ) cat )	 ( mertz puppy )	>
#	 ( ( ( ( millie ( or millie ) ) ( or ( mouse ( and oona ) ) ) ) ( and ( mouse ( and ( ollie ( or oona ) ) ) ) ) ) spotted )	 ( ( oona ( and ollie ) ) striped )	#
|	 ( ( ( ( pumpkin ( or marcel ) ) ( or pumpkin ) ) ( or ( mertz ( or ( marcel ( and pumpkin ) ) ) ) ) ) striped )	 ( ( mertz ( or mertz ) ) spotted )	>
#	 ( ( marcel ( and ( abby ( or ( mouse ( or marcel ) ) ) ) ) ) pony )	 ( abby pony )	#
>	 ( ( ( ( mertz ( or mertz ) ) ( and mertz ) ) ( or millie ) ) dog )	 ( millie puppy )	>
|	 ( mouse kitten )	 ( ( mouse ( and ( ( ollie ( and ollie ) ) ( or mouse ) ) ) ) dog )	=
<	 ( marcel spotted )	 ( ( marcel ( or ( pumpkin ( or pumpkin ) ) ) ) spotted )	<
>	 ( ( ( marcel ( and ( ollie ( and ollie ) ) ) ) ( or pumpkin ) ) pet )	 ( ( pumpkin ( and ( ( pumpkin ( or marcel ) ) ( or ( ollie ( or ollie ) ) ) ) ) ) pet )	>
|	 ( ( pumpkin ( or ( ( mertz ( or mertz ) ) ( or ( millie ( or mertz ) ) ) ) ) ) pony )	 ( pumpkin dog )	>
#	 ( ( ( ( millie ( and millie ) ) ( and ( abby ( and marcel ) ) ) ) ( or millie ) ) dog )	 ( ( marcel ( or abby ) ) dog )	#
#	 ( ( ( ( abby ( or abby ) ) ( or ( mouse ( and abby ) ) ) ) ( and marcel ) ) dog )	 ( oona dog )	#
#	 ( ( mouse ( and ( abby ( and ( mouse ( or abby ) ) ) ) ) ) cat )	 ( ( oona ( or ( ( abby ( or oona ) ) ( and ( marcel ( and oona ) ) ) ) ) ) cat )	#
>	 ( ( marcel ( or ( marcel ( or ollie ) ) ) ) spotted )	 ( marcel spotted )	>
#	 ( ( ( marcel ( or ( mertz ( or marcel ) ) ) ) ( or abby ) ) spotted )	 ( pumpkin striped )	#
#	 ( ( ( ollie ( and ( oona ( and pumpkin ) ) ) ) ( or ollie ) ) striped )	 ( ollie cat )	=
#	 ( ( ( ( mouse ( and marcel ) ) ( and marcel ) ) ( or ( ( mouse ( or mouse ) ) ( or ( marcel ( and mouse ) ) ) ) ) ) spotted )	 ( millie spotted )	#
|	 ( ( ( ( mouse ( or oona ) ) ( or ( mouse ( and oona ) ) ) ) ( or oona ) ) spotted )	 ( ( ( mouse ( and ( oona ( or oona ) ) ) ) ( and ( oona ( or oona ) ) ) ) striped )	>
>	 ( pumpkin dog )	 ( ( ( pumpkin ( and abby ) ) ( and abby ) ) dog )	>
|	 ( ( millie ( or ( ( oona ( and oona ) ) ( or ( mertz ( or mouse ) ) ) ) ) ) cat )	 ( ( mouse ( or mouse ) ) puppy )	>
#	 ( ( pumpkin ( and ( abby ( or pumpkin ) ) ) ) puppy )	 ( pumpkin pet )	=
#	 ( ( ( ( millie ( or marcel ) ) ( or ollie ) ) ( or ( millie ( and marcel ) ) ) ) striped )	 ( ( ( mouse ( and ( marcel ( or marcel ) ) ) ) ( or ( mouse ( or ( ollie ( and ollie ) ) ) ) ) ) striped )	#
#	 ( ( ( millie ( or ( ollie ( and marcel ) ) ) ) ( or ollie ) ) pet )	 ( abby pet )	#
#	 ( millie spotted )	 ( ( mertz ( and ( mertz ( or millie ) ) ) ) striped )	#
<	 ( ( millie ( and ( ( millie ( or marcel ) ) ( or ( mouse ( or mouse ) ) ) ) ) ) cat )	 ( ( mouse ( or ( ( millie ( and millie ) ) ( or ( millie ( and millie ) ) ) ) ) ) cat )	<
#	 ( marcel dog )	 ( ( abby ( or ( ( mertz ( and abby ) ) ( and mertz ) ) ) ) dog )	#
#	 ( ( ( oona ( and marcel ) ) ( and oona ) ) striped )	 ( mertz striped )	#
<	 ( oona puppy )	 ( ( ( ( millie ( and oona ) ) ( or ( oona ( or oona ) ) ) ) ( and oona ) ) dog )	=
#	 ( ( pumpkin ( and ( millie ( and ( mertz ( and millie ) ) ) ) ) ) kitten )	 ( ollie kitten )	#
<	 ( ( mertz ( and ( ( mouse ( or mouse ) ) ( and ( mertz ( and mertz ) ) ) ) ) ) puppy )	 ( ( millie ( or ( mouse ( or ( marcel ( or mouse ) ) ) ) ) ) spotted )	<
<	 ( pumpkin kitten )	 ( ( ( ( abby ( or pumpkin ) ) ( or mouse ) ) ( or millie ) ) kitten )	<
#	 ( ( ( millie ( or ( marcel ( or millie ) ) ) ) ( and ( ( millie ( and marcel ) ) ( or marcel ) ) ) ) spotted )	 ( mertz spotted )	#
^	 ( ( ( ( mertz ( or ollie ) ) ( or ( mertz ( and mouse ) ) ) ) ( or ollie ) ) spotted )	 ( ( mertz ( or ollie ) ) striped )	=
|	 ( ( ( abby ( or ( abby ( or millie ) ) ) ) ( or ( abby ( or ( mertz ( and marcel ) ) ) ) ) ) cat )	 ( ( ( ( marcel ( and millie ) ) ( and millie ) ) ( and mertz ) ) dog )	>
#	 ( ( ( ( ollie ( and marcel ) ) ( or millie ) ) ( and marcel ) ) kitten )	 ( millie kitten )	#
#	 ( millie pet )	 ( ( ( oona ( or oona ) ) ( or ( ( marcel ( and oona ) ) ( or ( oona ( and millie ) ) ) ) ) ) pet )	#
#	 ( ( ( ( ollie ( and mertz ) ) ( or ( mouse ( and mouse ) ) ) ) ( and mouse ) ) pet )	 ( mouse striped )	=
|	 ( ( ( ( abby ( or pumpkin ) ) ( or ollie ) ) ( and mertz ) ) striped )	 ( ( mertz ( and ollie ) ) spotted )	>
<	 ( ( ollie ( and ollie ) ) kitten )	 ( ( ( ( oona ( or oona ) ) ( and oona ) ) ( or ollie ) ) kitten )	<
|	 ( ( ( pumpkin ( or abby ) ) ( or ( millie ( and pumpkin ) ) ) ) pony )	 ( pumpkin dog )	>
>	 ( ( abby ( and abby ) ) spotted )	 ( ( ( mouse ( and mouse ) ) ( and ( marcel ( and abby ) ) ) ) spotted )	>
#	 ( ( ( ( mertz ( and millie ) ) ( or ( millie ( and abby ) ) ) ) ( or ( mertz ( or millie ) ) ) ) kitten )	 ( marcel kitten )	#
<	 ( ( ( ( marcel ( or millie ) ) ( or ( pumpkin ( or marcel ) ) ) ) ( and pumpkin ) ) kitten )	 ( ( pumpkin ( or ( ( millie ( or millie ) ) ( or ( ollie ( and millie ) ) ) ) ) ) kitten )	<
#	 ( ( ( mertz ( or oona ) ) ( or mertz ) ) striped )	 ( pumpkin spotted )	#
|	 ( ( ( oona ( or abby ) ) ( and ollie ) ) puppy )	 ( ( ( abby ( and ( ollie ( and pumpkin ) ) ) ) ( and ( ( pumpkin ( and ollie ) ) ( and ( pumpkin ( and ollie ) ) ) ) ) ) cat )	>
<	 ( ( millie ( and mouse ) ) dog )	 ( ( ( ( millie ( and ollie ) ) ( or ( millie ( or marcel ) ) ) ) ( and mouse ) ) dog )	<
<	 ( ( abby ( and ( ollie ( or ( mertz ( or millie ) ) ) ) ) ) spotted )	 ( ( ( ollie ( or millie ) ) ( or mertz ) ) spotted )	<
|	 ( ( ( oona ( and abby ) ) ( or pumpkin ) ) pony )	 ( ( mertz ( and pumpkin ) ) cat )	>
#	 ( ( ollie ( or ( ( millie ( or abby ) ) ( and ollie ) ) ) ) pet )	 ( ( ollie ( and ( abby ( or ( ollie ( or ollie ) ) ) ) ) ) cat )	=
#	 ( ( oona ( or mouse ) ) striped )	 ( ( pumpkin ( or marcel ) ) striped )	#
<	 ( mouse kitten )	 ( ( ( ( pumpkin ( and pumpkin ) ) ( or mouse ) ) ( or mouse ) ) striped )	<
#	 ( ( ollie ( or ( ( marcel ( or pumpkin ) ) ( and ( ollie ( and ollie ) ) ) ) ) ) pet )	 ( ( abby ( and ( ( abby ( and ollie ) ) ( or marcel ) ) ) ) pet )	#
|	 ( ( pumpkin ( or marcel ) ) spotted )	 ( ( ( pumpkin ( and abby ) ) ( and ( ( millie ( and millie ) ) ( or pumpkin ) ) ) ) kitten )	>
|	 ( mouse cat )	 ( ( ( abby ( and marcel ) ) ( and ( mouse ( or ( mouse ( and abby ) ) ) ) ) ) puppy )	>
>	 ( ( mertz ( or ( ( oona ( or marcel ) ) ( or ( marcel ( or mouse ) ) ) ) ) ) dog )	 ( ( ( oona ( or ( mouse ( or mouse ) ) ) ) ( or ( oona ( and ( marcel ( and oona ) ) ) ) ) ) puppy )	>
|	 ( marcel dog )	 ( ( ( ( marcel ( and marcel ) ) ( and ( marcel ( or abby ) ) ) ) ( and ( mouse ( and mouse ) ) ) ) kitten )	>
<	 ( ( mouse ( and pumpkin ) ) cat )	 ( ( ( pumpkin ( and mouse ) ) ( or mouse ) ) cat )	<
|	 ( ( ( ( pumpkin ( and mertz ) ) ( and mertz ) ) ( or ( ( pumpkin ( and oona ) ) ( or pumpkin ) ) ) ) cat )	 ( pumpkin puppy )	=
<	 ( ollie kitten )	 ( ( ollie ( or ( ( ollie ( and mertz ) ) ( or ( mertz ( and marcel ) ) ) ) ) ) cat )	<
^	 ( ( oona ( or mertz ) ) striped )	 ( ( mertz ( or oona ) ) spotted )	=
|	 ( mertz striped )	 ( ( ( ( marcel ( and mertz ) ) ( and pumpkin ) ) ( and oona ) ) puppy )	>
<	 ( ( ( ( abby ( and abby ) ) ( or ( marcel ( and abby ) ) ) ) ( and abby ) ) dog )	 ( ( ( ( abby ( and abby ) ) ( and abby ) ) ( or mertz ) ) dog )	<
|	 ( ( ( ( marcel ( or marcel ) ) ( and pumpkin ) ) ( or mouse ) ) dog )	 ( mouse kitten )	>
#	 ( ( ( ( mertz ( and millie ) ) ( or millie ) ) ( or mertz ) ) puppy )	 ( abby puppy )	#
<	 ( ( pumpkin ( and ( ( oona ( and pumpkin ) ) ( and mertz ) ) ) ) puppy )	 ( oona spotted )	<
<	 ( ( mouse ( and ( oona ( or mertz ) ) ) ) kitten )	 ( ( ( ( mouse ( or mertz ) ) ( and mouse ) ) ( or mouse ) ) cat )	<
#	 ( ( ( marcel ( and ( ollie ( and marcel ) ) ) ) ( and ollie ) ) spotted )	 ( ( ollie ( and marcel ) ) cat )	=
|	 ( marcel puppy )	 ( ( ( mertz ( and ( marcel ( and mertz ) ) ) ) ( and ( ( millie ( and millie ) ) ( or marcel ) ) ) ) cat )	>
<	 ( ( mouse ( and ( ( mertz ( or ollie ) ) ( or ollie ) ) ) ) pet )	 ( mouse pet )	<
>	 ( ( ( ( millie ( and mertz ) ) ( or ( pumpkin ( and mouse ) ) ) ) ( and pumpkin ) ) dog )	 ( ( ( millie ( and ( mertz ( or mertz ) ) ) ) ( and pumpkin ) ) puppy )	>
|	 ( ( ( oona ( or mouse ) ) ( or ( ( mouse ( or pumpkin ) ) ( or mouse ) ) ) ) pony )	 ( mouse puppy )	>
|	 ( ( ( ollie ( and ( mertz ( or millie ) ) ) ) ( or ( ( mouse ( or mertz ) ) ( or ( ollie ( or mouse ) ) ) ) ) ) cat )	 ( mertz pony )	>
>	 ( ( ollie ( or ( ( pumpkin ( or mouse ) ) ( or ( mertz ( or mertz ) ) ) ) ) ) cat )	 ( ( pumpkin ( or ( ( mertz ( and mertz ) ) ( and ( mouse ( or mertz ) ) ) ) ) ) kitten )	>
|	 ( ( ( ( marcel ( or pumpkin ) ) ( or abby ) ) ( or ( ( marcel ( and ollie ) ) ( and marcel ) ) ) ) spotted )	 ( pumpkin kitten )	>
<	 ( ( oona ( and ( marcel ( and ( mouse ( or mouse ) ) ) ) ) ) spotted )	 ( oona spotted )	<
|	 ( ( mouse ( or millie ) ) kitten )	 ( ( millie ( or millie ) ) pony )	>
<	 ( ( millie ( and ( millie ( and ( oona ( and oona ) ) ) ) ) ) puppy )	 ( ( ( ( millie ( and ollie ) ) ( or ( millie ( or oona ) ) ) ) ( and oona ) ) spotted )	<
|	 ( ( mertz ( or mertz ) ) striped )	 ( ( mertz ( and marcel ) ) puppy )	>
<	 ( ( pumpkin ( or ( ( marcel ( or pumpkin ) ) ( and ( marcel ( and marcel ) ) ) ) ) ) puppy )	 ( ( ( ( pumpkin ( or marcel ) ) ( or ( marcel ( and mertz ) ) ) ) ( or millie ) ) dog )	<
|	 ( ( ( ( ollie ( and abby ) ) ( or abby ) ) ( and abby ) ) striped )	 ( ( abby ( and ( ( pumpkin ( and abby ) ) ( and ( ollie ( or pumpkin ) ) ) ) ) ) puppy )	>
#	 ( ( ( ( abby ( or abby ) ) ( and ( abby ( and ollie ) ) ) ) ( and ( ollie ( and ( oona ( or mertz ) ) ) ) ) ) spotted )	 ( ( ( ( abby ( or abby ) ) ( and abby ) ) ( and ( ollie ( and ( mertz ( or oona ) ) ) ) ) ) dog )	=
#	 ( ( oona ( and abby ) ) pet )	 ( ( ( ( mouse ( and ollie ) ) ( and abby ) ) ( and abby ) ) pet )	#
|	 ( marcel dog )	 ( ( ollie ( and ( marcel ( and mertz ) ) ) ) kitten )	>
>	 ( ( ( ( mouse ( and pumpkin ) ) ( and ( marcel ( or oona ) ) ) ) ( or ( pumpkin ( or ( mouse ( or oona ) ) ) ) ) ) spotted )	 ( ( ( ( pumpkin ( or oona ) ) ( or pumpkin ) ) ( or ( ( pumpkin ( and oona ) ) ( and oona ) ) ) ) spotted )	>
|	 ( ollie pony )	 ( ( ollie ( and ( ollie ( and ( abby ( and abby ) ) ) ) ) ) puppy )	>
>	 ( ( marcel ( or abby ) ) striped )	 ( ( ( ( marcel ( or marcel ) ) ( and ( mertz ( or abby ) ) ) ) ( or ( marcel ( and ( mertz ( or abby ) ) ) ) ) ) kitten )	>
>	 ( pumpkin cat )	 ( ( ( ( abby ( or mouse ) ) ( and ( mertz ( and pumpkin ) ) ) ) ( and ( mouse ( and abby ) ) ) ) kitten )	>
<	 ( marcel striped )	 ( ( ( mouse ( and ( ollie ( or marcel ) ) ) ) ( or marcel ) ) striped )	<
#	 ( ollie pet )	 ( ( ( ( mouse ( or mertz ) ) ( or pumpkin ) ) ( and pumpkin ) ) pet )	#
#	 ( marcel striped )	 ( ( ( marcel ( or ollie ) ) ( and marcel ) ) cat )	=
|	 ( oona pony )	 ( ( oona ( and ( pumpkin ( or millie ) ) ) ) kitten )	>
