=	 ( mertz puppy )	 ( mertz puppy )	=
#	 ( marcel cat )	 ( ( abby ( or ( abby ( and abby ) ) ) ) cat )	#
>	 ( ( pumpkin ( and pumpkin ) ) spotted )	 ( pumpkin puppy )	=
#	 ( mertz pony )	 ( mertz striped )	=
>	 ( abby dog )	 ( abby puppy )	=
>	 ( marcel spotted )	 ( marcel puppy )	=
#	 ( oona cat )	 ( oona spotted )	=
|	 ( mertz puppy )	 ( ( mertz ( and ollie ) ) pony )	>
#	 ( millie striped )	 ( ( oona ( and marcel ) ) striped )	#
#	 ( millie pet )	 ( millie dog )	=
|	 ( ( pumpkin ( or oona ) ) pony )	 ( ( pumpkin ( and millie ) ) kitten )	>
|	 ( oona puppy )	 ( oona pony )	=
>	 ( pumpkin pony )	 ( ( millie ( and ( pumpkin ( and abby ) ) ) ) pony )	>
>	 ( ( ollie ( or mouse ) ) striped )	 ( ( millie ( and ollie ) ) kitten )	>
#	 ( mouse pet )	 ( ( abby ( or ollie ) ) pet )	#
|	 ( ( ( mouse ( or millie ) ) ( and millie ) ) dog )	 ( millie pony )	=
#	 ( mouse pet )	 ( mouse kitten )	=
#	 ( ( millie ( and mouse ) ) striped )	 ( pumpkin striped )	#
#	 ( mertz spotted )	 ( mertz pet )	=
#	 ( ( millie ( or ollie ) ) cat )	 ( mertz cat )	#
#	 ( pumpkin cat )	 ( pumpkin pet )	=
|	 ( ollie dog )	 ( ollie kitten )	=
#	 ( abby spotted )	 ( abby dog )	=
|	 ( mertz puppy )	 ( mertz pony )	=
|	 ( mertz cat )	 ( mertz pony )	=
>	 ( mertz striped )	 ( mertz kitten )	=
|	 ( ( pumpkin ( or mertz ) ) puppy )	 ( pumpkin kitten )	>
#	 ( mouse dog )	 ( ( oona ( and abby ) ) dog )	#
^	 ( millie spotted )	 ( millie striped )	=
#	 ( abby cat )	 ( ( oona ( and mouse ) ) cat )	#
#	 ( millie dog )	 ( ollie dog )	#
|	 ( ( ( ollie ( and ollie ) ) ( or marcel ) ) dog )	 ( ollie pony )	>
#	 ( mouse spotted )	 ( ollie striped )	#
<	 ( ollie spotted )	 ( ( mouse ( or ( millie ( or ollie ) ) ) ) spotted )	<
|	 ( ( mouse ( and mouse ) ) pony )	 ( ( ollie ( and mouse ) ) cat )	>
|	 ( mertz striped )	 ( mertz puppy )	=
<	 ( ( mouse ( and ( ollie ( and mouse ) ) ) ) kitten )	 ( mouse striped )	<
#	 ( millie pet )	 ( millie pony )	=
|	 ( abby puppy )	 ( abby kitten )	=
#	 ( millie striped )	 ( millie pet )	=
>	 ( ( mouse ( or pumpkin ) ) striped )	 ( mouse striped )	>
|	 ( ( marcel ( or ( ollie ( and marcel ) ) ) ) kitten )	 ( marcel spotted )	=
#	 ( mouse puppy )	 ( abby puppy )	#
|	 ( mertz cat )	 ( mertz dog )	=
|	 ( pumpkin dog )	 ( ( pumpkin ( or pumpkin ) ) pony )	=
|	 ( ( mertz ( and mertz ) ) pony )	 ( mertz dog )	=
|	 ( millie dog )	 ( ( ollie ( and millie ) ) cat )	>
|	 ( millie puppy )	 ( millie cat )	=
#	 ( ( abby ( and abby ) ) kitten )	 ( oona kitten )	#
^	 ( pumpkin spotted )	 ( pumpkin striped )	=
<	 ( marcel spotted )	 ( ( ( oona ( or marcel ) ) ( or ollie ) ) spotted )	<
#	 ( ( marcel ( or marcel ) ) striped )	 ( ollie spotted )	#
=	 ( mertz cat )	 ( mertz cat )	=
#	 ( ollie pet )	 ( ollie puppy )	=
#	 ( ( mouse ( and mouse ) ) pony )	 ( ( oona ( or oona ) ) pony )	#
#	 ( marcel pet )	 ( ollie pet )	#
#	 ( millie pony )	 ( pumpkin pony )	#
|	 ( ( marcel ( or millie ) ) striped )	 ( ( millie ( or marcel ) ) puppy )	=
#	 ( pumpkin spotted )	 ( mouse spotted )	#
<	 ( marcel kitten )	 ( marcel striped )	=
#	 ( abby pet )	 ( ( ( ollie ( and pumpkin ) ) ( and ollie ) ) pet )	#
#	 ( ( millie ( or millie ) ) kitten )	 ( oona kitten )	#
<	 ( ( pumpkin ( and ollie ) ) dog )	 ( pumpkin dog )	<
#	 ( ( ( marcel ( and millie ) ) ( and mouse ) ) pet )	 ( oona pet )	#
>	 ( pumpkin striped )	 ( pumpkin kitten )	=
#	 ( ( ( pumpkin ( or abby ) ) ( and mouse ) ) pony )	 ( abby pony )	#
#	 ( mertz spotted )	 ( ( mouse ( or mouse ) ) spotted )	#
#	 ( pumpkin spotted )	 ( oona spotted )	#
<	 ( ollie kitten )	 ( ollie cat )	=
>	 ( marcel spotted )	 ( ( marcel ( and mouse ) ) puppy )	>
^	 ( abby striped )	 ( abby spotted )	=
>	 ( oona spotted )	 ( oona puppy )	=
<	 ( ( abby ( and millie ) ) puppy )	 ( ( abby ( or mertz ) ) spotted )	<
|	 ( oona kitten )	 ( oona spotted )	=
#	 ( mertz pet )	 ( mertz cat )	=
#	 ( millie cat )	 ( abby cat )	#
#	 ( millie spotted )	 ( marcel striped )	#
|	 ( ollie cat )	 ( ollie dog )	=
|	 ( pumpkin pony )	 ( pumpkin kitten )	=
#	 ( pumpkin pony )	 ( pumpkin striped )	=
#	 ( ollie spotted )	 ( mertz spotted )	#
#	 ( millie spotted )	 ( ollie spotted )	#
|	 ( marcel pony )	 ( marcel kitten )	=
#	 ( ( pumpkin ( and pumpkin ) ) pony )	 ( abby pony )	#
|	 ( ( oona ( or marcel ) ) kitten )	 ( ( oona ( and ollie ) ) pony )	>
<	 ( mertz kitten )	 ( mertz striped )	=
#	 ( abby striped )	 ( millie striped )	#
#	 ( pumpkin striped )	 ( mouse spotted )	#
#	 ( pumpkin puppy )	 ( marcel puppy )	#
|	 ( ( ollie ( or ( mouse ( and mouse ) ) ) ) dog )	 ( mouse kitten )	>
#	 ( millie dog )	 ( millie striped )	=
<	 ( millie kitten )	 ( millie cat )	=
#	 ( marcel pet )	 ( marcel striped )	=
#	 ( mertz cat )	 ( pumpkin cat )	#
|	 ( mertz puppy )	 ( ( ( mertz ( and mouse ) ) ( or mertz ) ) kitten )	=
#	 ( mertz spotted )	 ( ollie striped )	#
|	 ( abby spotted )	 ( ( abby ( and pumpkin ) ) kitten )	>
#	 ( ( oona ( and pumpkin ) ) puppy )	 ( abby puppy )	#
=	 ( mertz pet )	 ( mertz pet )	=
#	 ( pumpkin spotted )	 ( pumpkin dog )	=
>	 ( ( abby ( or ( millie ( or ollie ) ) ) ) puppy )	 ( ollie puppy )	>
#	 ( mouse pony )	 ( ( mouse ( and mouse ) ) striped )	=
#	 ( oona spotted )	 ( abby striped )	#
|	 ( ( abby ( or oona ) ) puppy )	 ( oona striped )	>
|	 ( ( pumpkin ( or mertz ) ) spotted )	 ( mertz kitten )	>
#	 ( ollie spotted )	 ( ollie pony )	=
=	 ( abby kitten )	 ( ( abby ( or abby ) ) kitten )	=
|	 ( ollie puppy )	 ( ollie striped )	=
#	 ( mouse pet )	 ( oona pet )	#
#	 ( mertz dog )	 ( mertz spotted )	=
|	 ( mouse kitten )	 ( mouse dog )	=
|	 ( oona cat )	 ( ( oona ( and mertz ) ) puppy )	>
#	 ( pumpkin striped )	 ( millie spotted )	#
=	 ( abby puppy )	 ( abby puppy )	=
#	 ( ollie spotted )	 ( mertz striped )	#
#	 ( millie pet )	 ( millie striped )	=
|	 ( mouse dog )	 ( ( pumpkin ( and mouse ) ) cat )	>
#	 ( millie puppy )	 ( mouse puppy )	#
#	 ( abby pet )	 ( ( ollie ( or ( mouse ( or mouse ) ) ) ) pet )	#
#	 ( marcel pony )	 ( marcel spotted )	=
<	 ( marcel puppy )	 ( marcel spotted )	=
#	 ( oona pet )	 ( millie pet )	#
>	 ( mouse dog )	 ( mouse puppy )	=
|	 ( mertz pony )	 ( ( mertz ( and mouse ) ) dog )	>
<	 ( oona kitten )	 ( ( ( mouse ( or oona ) ) ( or oona ) ) cat )	<
<	 ( ollie spotted )	 ( ( mertz ( or ollie ) ) spotted )	<
>	 ( ( oona ( and oona ) ) dog )	 ( ( marcel ( and oona ) ) dog )	>
|	 ( millie striped )	 ( millie puppy )	=
|	 ( ( mouse ( or abby ) ) puppy )	 ( mouse kitten )	>
#	 ( marcel cat )	 ( ( marcel ( and marcel ) ) spotted )	=
#	 ( ollie pet )	 ( ( ( ollie ( or marcel ) ) ( and marcel ) ) pet )	#
#	 ( pumpkin spotted )	 ( mouse striped )	#
|	 ( abby kitten )	 ( abby pony )	=
#	 ( marcel striped )	 ( marcel pet )	=
#	 ( mouse kitten )	 ( mertz kitten )	#
|	 ( ( millie ( or pumpkin ) ) striped )	 ( pumpkin puppy )	>
#	 ( ollie kitten )	 ( oona kitten )	#
<	 ( oona kitten )	 ( oona cat )	=
|	 ( pumpkin cat )	 ( pumpkin dog )	=
#	 ( pumpkin pet )	 ( mouse pet )	#
|	 ( ( oona ( or millie ) ) spotted )	 ( oona striped )	>
#	 ( mertz kitten )	 ( abby kitten )	#
#	 ( oona puppy )	 ( ( ( oona ( or mertz ) ) ( and abby ) ) puppy )	#
^	 ( pumpkin striped )	 ( pumpkin spotted )	=
#	 ( ollie puppy )	 ( abby puppy )	#
v	 ( ( marcel ( and pumpkin ) ) spotted )	 ( pumpkin striped )	<
#	 ( millie spotted )	 ( oona striped )	#
=	 ( abby dog )	 ( abby dog )	=
|	 ( marcel cat )	 ( marcel pony )	=
#	 ( millie pet )	 ( millie puppy )	=
>	 ( ollie spotted )	 ( ollie puppy )	=
#	 ( abby kitten )	 ( millie kitten )	#
|	 ( mertz cat )	 ( ( mouse ( and mertz ) ) puppy )	>
#	 ( ( millie ( and millie ) ) spotted )	 ( ollie spotted )	#
#	 ( oona spotted )	 ( marcel striped )	#
|	 ( ollie cat )	 ( ollie puppy )	=
#	 ( mouse pet )	 ( mouse spotted )	=
<	 ( ollie kitten )	 ( ollie striped )	=
#	 ( abby spotted )	 ( ( ( marcel ( and marcel ) ) ( and marcel ) ) spotted )	#
#	 ( millie spotted )	 ( oona spotted )	#
#	 ( mertz cat )	 ( mertz spotted )	=
|	 ( ( millie ( or ollie ) ) pony )	 ( ollie dog )	>
#	 ( mertz striped )	 ( mertz pet )	=
>	 ( ( ( marcel ( or ollie ) ) ( or mertz ) ) kitten )	 ( mertz kitten )	>
|	 ( mouse kitten )	 ( ( mertz ( and mouse ) ) spotted )	>
#	 ( ( pumpkin ( and pumpkin ) ) pet )	 ( ( pumpkin ( or pumpkin ) ) kitten )	=
|	 ( pumpkin puppy )	 ( pumpkin cat )	=
#	 ( mertz cat )	 ( oona cat )	#
#	 ( pumpkin kitten )	 ( abby kitten )	#
|	 ( mouse dog )	 ( ( mouse ( and mertz ) ) cat )	>
#	 ( marcel spotted )	 ( pumpkin striped )	#
#	 ( millie striped )	 ( millie dog )	=
|	 ( ( oona ( or marcel ) ) cat )	 ( marcel puppy )	>
#	 ( millie cat )	 ( mertz cat )	#
#	 ( ollie spotted )	 ( ( ( marcel ( and mouse ) ) ( and oona ) ) spotted )	#
|	 ( ( mouse ( or marcel ) ) dog )	 ( marcel pony )	>
|	 ( mouse kitten )	 ( mouse pony )	=
|	 ( oona pony )	 ( oona kitten )	=
#	 ( mouse puppy )	 ( marcel puppy )	#
#	 ( ollie striped )	 ( marcel spotted )	#
|	 ( mouse puppy )	 ( mouse striped )	=
#	 ( millie kitten )	 ( mertz kitten )	#
<	 ( ( oona ( and ( ollie ( or millie ) ) ) ) cat )	 ( oona cat )	<
|	 ( oona striped )	 ( oona puppy )	=
#	 ( abby pet )	 ( abby striped )	=
#	 ( oona pet )	 ( marcel pet )	#
#	 ( marcel pony )	 ( ollie pony )	#
#	 ( ( mertz ( or millie ) ) spotted )	 ( ( abby ( and oona ) ) spotted )	#
#	 ( mouse spotted )	 ( mertz striped )	#
>	 ( oona spotted )	 ( ( oona ( and abby ) ) spotted )	>
#	 ( mouse pony )	 ( pumpkin pony )	#
|	 ( ( marcel ( or ollie ) ) pony )	 ( marcel dog )	>
=	 ( ollie spotted )	 ( ollie spotted )	=
|	 ( marcel kitten )	 ( marcel pony )	=
#	 ( ollie cat )	 ( ollie spotted )	=
#	 ( oona striped )	 ( ( pumpkin ( or ollie ) ) spotted )	#
|	 ( pumpkin puppy )	 ( pumpkin pony )	=
#	 ( ( marcel ( or marcel ) ) spotted )	 ( pumpkin striped )	#
^	 ( oona striped )	 ( oona spotted )	=
=	 ( pumpkin cat )	 ( pumpkin cat )	=
|	 ( pumpkin kitten )	 ( pumpkin pony )	=
|	 ( mouse kitten )	 ( mouse puppy )	=
#	 ( mouse spotted )	 ( mouse pet )	=
#	 ( ollie kitten )	 ( ( abby ( and abby ) ) kitten )	#
<	 ( abby cat )	 ( ( marcel ( or abby ) ) cat )	<
#	 ( mertz pony )	 ( pumpkin pony )	#
#	 ( mertz striped )	 ( marcel striped )	#
<	 ( mouse puppy )	 ( ( ( ollie ( and mouse ) ) ( or mouse ) ) spotted )	=
|	 ( mouse puppy )	 ( ( abby ( and mouse ) ) pony )	>
#	 ( ollie cat )	 ( ollie pet )	=
|	 ( ( pumpkin ( or abby ) ) pony )	 ( abby dog )	>
|	 ( abby cat )	 ( abby puppy )	=
>	 ( ( millie ( or ( mertz ( or ollie ) ) ) ) striped )	 ( ollie kitten )	>
|	 ( ( mouse ( or pumpkin ) ) striped )	 ( mouse spotted )	>
#	 ( oona striped )	 ( pumpkin striped )	#
|	 ( oona pony )	 ( oona dog )	=
<	 ( pumpkin kitten )	 ( ( pumpkin ( or ( millie ( and pumpkin ) ) ) ) cat )	=
#	 ( ( mouse ( and mouse ) ) dog )	 ( pumpkin dog )	#
#	 ( abby puppy )	 ( ( mertz ( or mertz ) ) puppy )	#
#	 ( abby striped )	 ( mertz striped )	#
#	 ( ( marcel ( and marcel ) ) kitten )	 ( abby kitten )	#
#	 ( ollie cat )	 ( abby cat )	#
#	 ( millie spotted )	 ( ( ollie ( or ( marcel ( and millie ) ) ) ) striped )	#
#	 ( millie cat )	 ( mouse cat )	#
#	 ( marcel dog )	 ( marcel pet )	=
|	 ( millie puppy )	 ( ( mouse ( and millie ) ) kitten )	>
#	 ( oona spotted )	 ( ollie striped )	#
#	 ( mouse striped )	 ( mouse pony )	=
#	 ( ( abby ( or ( abby ( or abby ) ) ) ) dog )	 ( abby spotted )	=
|	 ( ( ollie ( or pumpkin ) ) dog )	 ( ollie kitten )	>
#	 ( mertz pet )	 ( mertz striped )	=
|	 ( ( pumpkin ( or mouse ) ) pony )	 ( ( marcel ( and pumpkin ) ) dog )	>
#	 ( abby pony )	 ( abby spotted )	=
|	 ( millie pony )	 ( millie cat )	=
#	 ( pumpkin spotted )	 ( ( marcel ( or marcel ) ) spotted )	#
>	 ( ( pumpkin ( or ( pumpkin ( and ollie ) ) ) ) spotted )	 ( pumpkin puppy )	=
|	 ( ollie striped )	 ( ollie puppy )	=
=	 ( mertz dog )	 ( mertz dog )	=
>	 ( marcel striped )	 ( ( marcel ( and oona ) ) striped )	>
<	 ( marcel puppy )	 ( marcel dog )	=
<	 ( ( marcel ( and mertz ) ) pet )	 ( marcel pet )	<
#	 ( ( ollie ( and ollie ) ) spotted )	 ( ollie pet )	=
<	 ( ( marcel ( and ( pumpkin ( and millie ) ) ) ) pet )	 ( marcel pet )	<
=	 ( ( marcel ( or marcel ) ) dog )	 ( marcel dog )	=
|	 ( mouse spotted )	 ( ( millie ( and mouse ) ) striped )	>
|	 ( mertz pony )	 ( mertz kitten )	=
=	 ( mouse puppy )	 ( mouse puppy )	=
>	 ( mertz dog )	 ( ( mertz ( and ollie ) ) dog )	>
#	 ( mouse kitten )	 ( ( mouse ( or mouse ) ) pet )	=
#	 ( mouse puppy )	 ( mouse pet )	=
<	 ( ( oona ( and pumpkin ) ) dog )	 ( pumpkin dog )	<
>	 ( mertz spotted )	 ( ( ( mertz ( and oona ) ) ( and mertz ) ) spotted )	>
#	 ( oona pet )	 ( oona striped )	=
|	 ( abby spotted )	 ( abby kitten )	=
=	 ( ollie cat )	 ( ollie cat )	=
#	 ( ( pumpkin ( and ( ollie ( or mertz ) ) ) ) puppy )	 ( mouse puppy )	#
|	 ( pumpkin kitten )	 ( pumpkin dog )	=
|	 ( ( mouse ( or mouse ) ) kitten )	 ( mouse dog )	=
<	 ( oona kitten )	 ( ( oona ( or ( pumpkin ( or pumpkin ) ) ) ) striped )	<
#	 ( oona pony )	 ( oona striped )	=
|	 ( ( ( millie ( and abby ) ) ( or millie ) ) pony )	 ( millie cat )	=
#	 ( abby striped )	 ( ( ollie ( or ollie ) ) spotted )	#
#	 ( abby kitten )	 ( ( ( mouse ( and abby ) ) ( or mouse ) ) kitten )	#
^	 ( mouse spotted )	 ( mouse striped )	=
<	 ( abby kitten )	 ( abby cat )	=
#	 ( ( millie ( and pumpkin ) ) striped )	 ( ollie striped )	#
#	 ( marcel cat )	 ( marcel spotted )	=
<	 ( ( pumpkin ( and mertz ) ) puppy )	 ( pumpkin dog )	<
#	 ( abby pony )	 ( marcel pony )	#
|	 ( mertz dog )	 ( mertz pony )	=
#	 ( marcel cat )	 ( ( marcel ( or marcel ) ) striped )	=
#	 ( pumpkin spotted )	 ( abby spotted )	#
#	 ( ( mouse ( or marcel ) ) striped )	 ( pumpkin striped )	#
=	 ( oona kitten )	 ( oona kitten )	=
#	 ( mouse pet )	 ( mertz pet )	#
<	 ( abby dog )	 ( ( ( mertz ( or abby ) ) ( or marcel ) ) dog )	<
<	 ( ( mouse ( and ( ollie ( or mertz ) ) ) ) dog )	 ( mouse dog )	<
|	 ( abby pony )	 ( abby kitten )	=
#	 ( mertz dog )	 ( ( marcel ( or mouse ) ) dog )	#
#	 ( ( pumpkin ( or marcel ) ) striped )	 ( abby spotted )	#
|	 ( ( mertz ( or millie ) ) pony )	 ( millie dog )	>
|	 ( ( marcel ( or abby ) ) dog )	 ( marcel kitten )	>
#	 ( ( pumpkin ( or ( oona ( and oona ) ) ) ) striped )	 ( millie striped )	#
#	 ( oona dog )	 ( oona spotted )	=
#	 ( mertz puppy )	 ( ( abby ( or ollie ) ) puppy )	#
#	 ( oona pony )	 ( mouse pony )	#
|	 ( ( ollie ( or oona ) ) pony )	 ( oona dog )	>
#	 ( abby cat )	 ( abby striped )	=
#	 ( oona pet )	 ( oona kitten )	=
#	 ( mouse kitten )	 ( millie kitten )	#
#	 ( millie kitten )	 ( millie pet )	=
|	 ( mouse kitten )	 ( mouse spotted )	=
|	 ( mertz puppy )	 ( mertz striped )	=
#	 ( ( abby ( and ( oona ( or oona ) ) ) ) striped )	 ( mertz striped )	#
#	 ( pumpkin pony )	 ( mouse pony )	#
#	 ( ollie striped )	 ( mouse spotted )	#
#	 ( mouse cat )	 ( ( mouse ( and ( mertz ( or mouse ) ) ) ) spotted )	=
=	 ( mouse dog )	 ( mouse dog )	=
#	 ( abby puppy )	 ( ( abby ( or abby ) ) pet )	=
#	 ( ollie spotted )	 ( abby spotted )	#
<	 ( ( millie ( and oona ) ) kitten )	 ( oona striped )	<
|	 ( oona pony )	 ( ( ( oona ( and oona ) ) ( and ollie ) ) kitten )	>
|	 ( ( ( marcel ( and marcel ) ) ( or abby ) ) dog )	 ( abby kitten )	>
#	 ( oona pony )	 ( ( oona ( or oona ) ) striped )	=
#	 ( ( oona ( or oona ) ) striped )	 ( millie spotted )	#
|	 ( ( ( marcel ( or millie ) ) ( or marcel ) ) dog )	 ( millie pony )	>
=	 ( ( abby ( or abby ) ) pony )	 ( abby pony )	=
=	 ( millie dog )	 ( millie dog )	=
#	 ( mouse dog )	 ( mouse spotted )	=
=	 ( marcel pony )	 ( marcel pony )	=
#	 ( ( mouse ( and mouse ) ) spotted )	 ( mouse pony )	=
|	 ( mouse spotted )	 ( ( abby ( and mouse ) ) kitten )	>
|	 ( mertz spotted )	 ( mertz kitten )	=
|	 ( marcel striped )	 ( marcel puppy )	=
=	 ( mertz pony )	 ( mertz pony )	=
|	 ( ( mouse ( or pumpkin ) ) dog )	 ( ( pumpkin ( and mouse ) ) pony )	>
#	 ( marcel striped )	 ( ( oona ( or ( mertz ( or mertz ) ) ) ) striped )	#
#	 ( marcel cat )	 ( ollie cat )	#
#	 ( millie spotted )	 ( millie pony )	=
#	 ( ( abby ( and marcel ) ) cat )	 ( ollie cat )	#
|	 ( abby dog )	 ( abby kitten )	=
|	 ( oona dog )	 ( oona kitten )	=
#	 ( ( ollie ( and pumpkin ) ) cat )	 ( oona cat )	#
#	 ( ( mouse ( and mouse ) ) dog )	 ( marcel dog )	#
#	 ( abby striped )	 ( abby dog )	=
|	 ( ( ( mertz ( or oona ) ) ( or mertz ) ) puppy )	 ( mertz pony )	>
#	 ( abby pet )	 ( abby kitten )	=
#	 ( abby puppy )	 ( ollie puppy )	#
#	 ( abby pet )	 ( ( oona ( or pumpkin ) ) pet )	#
<	 ( mouse puppy )	 ( mouse spotted )	=
#	 ( ollie striped )	 ( ( marcel ( or marcel ) ) spotted )	#
#	 ( millie spotted )	 ( millie pet )	=
#	 ( mouse pony )	 ( marcel pony )	#
|	 ( pumpkin cat )	 ( pumpkin pony )	=
#	 ( ( millie ( or ( millie ( and mertz ) ) ) ) cat )	 ( mertz cat )	#
|	 ( mertz striped )	 ( ( ollie ( and mertz ) ) spotted )	>
#	 ( marcel dog )	 ( ( ( pumpkin ( and oona ) ) ( or mertz ) ) dog )	#
#	 ( ( abby ( or oona ) ) puppy )	 ( mertz puppy )	#
>	 ( mouse striped )	 ( mouse kitten )	=
#	 ( mertz spotted )	 ( mertz cat )	=
^	 ( millie striped )	 ( millie spotted )	=
|	 ( ollie kitten )	 ( ollie pony )	=
|	 ( ( ( oona ( or mertz ) ) ( or mouse ) ) dog )	 ( mertz pony )	>
|	 ( marcel pony )	 ( ( marcel ( and ( mouse ( and marcel ) ) ) ) dog )	>
#	 ( ollie pony )	 ( ollie spotted )	=
#	 ( oona pony )	 ( oona spotted )	=
|	 ( ( marcel ( and ( marcel ( or marcel ) ) ) ) cat )	 ( marcel dog )	=
#	 ( abby dog )	 ( abby pet )	=
|	 ( ( abby ( or oona ) ) puppy )	 ( abby kitten )	>
#	 ( marcel spotted )	 ( ( abby ( or ( mertz ( or abby ) ) ) ) striped )	#
#	 ( abby spotted )	 ( abby cat )	=
=	 ( mouse cat )	 ( mouse cat )	=
=	 ( millie pony )	 ( millie pony )	=
#	 ( ollie spotted )	 ( abby striped )	#
#	 ( ollie cat )	 ( ollie striped )	=
<	 ( millie puppy )	 ( ( marcel ( or millie ) ) puppy )	<
#	 ( pumpkin pet )	 ( pumpkin puppy )	=
|	 ( abby pony )	 ( ( abby ( or ( oona ( and abby ) ) ) ) kitten )	=
#	 ( pumpkin pony )	 ( pumpkin pet )	=
